Facet	Point	X Coordinate (mm)	Y Coordinate (mm)	Z Coordinate (mm)	Element Number	Accumulated Equivalent Plastic Strain (mm/mm)
12	48	8,5087	46,	1,5857	2731	5,6905e-004
12	49	8,4962	46,	1,5857	2731	5,5811e-004
12	50	8,4872	46,	1,5312	2731	5,5064e-004
12	51	8,4974	46,	1,5312	2731	5,6094e-004
13	52	8,4962	46,	1,5857	2732	1,0031e-003
13	53	8,5087	46,	1,5857	2732	9,7551e-004
13	54	8,5139	46,	1,6506	2732	9,82e-004
13	55	8,5003	46,	1,6506	2732	1,0212e-003
14	56	8,5003	46,	1,6506	2733	9,7499e-004
14	57	8,5139	46,	1,6506	2733	9,5431e-004
14	58	8,5139	46,	1,7174	2733	1,1855e-003
14	59	8,5002	46,	1,7174	2733	1,209e-003
15	60	8,5002	46,	1,7174	2734	2,5236e-003
15	61	8,5139	46,	1,7174	2734	2,7512e-003
15	62	8,5087	46,	1,7816	2734	2,4492e-003
15	63	8,4962	46,	1,7816	2734	2,1929e-003
16	64	8,4962	46,	1,7816	2735	3,8388e-003
16	65	8,5087	46,	1,7816	2735	3,87e-003
16	66	8,4974	46,	1,8362	2735	3,012e-003
16	67	8,4872	46,	1,8362	2735	3,0748e-003
17	68	8,4872	46,	1,8362	2736	9,1168e-004
17	69	8,4974	46,	1,8362	2736	9,3396e-004
17	70	8,4974	46,	1,8562	2736	9,3723e-004
17	71	8,4872	46,	1,8562	2736	9,3732e-004
18	72	8,4018	46,	1,5857	2749	1,263e-003
18	73	8,3261	46,	1,5857	2749	1,2058e-003
18	74	8,3501	46,	1,5312	2749	1,6741e-003
18	75	8,4112	46,	1,5312	2749	1,141e-003
19	76	8,4018	46,	1,5857	2750	1,637e-003
19	77	8,3261	46,	1,5857	2750	1,4518e-003
19	78	8,3151	46,	1,6506	2750	2,0124e-003
19	79	8,3976	46,	1,6506	2750	1,6695e-003
20	80	8,3976	46,	1,6506	2751	7,7676e-004
20	81	8,3151	46,	1,6506	2751	6,1088e-004
20	82	8,3152	46,	1,7174	2751	5,448e-004
20	83	8,3976	46,	1,7174	2751	6,5904e-004
21	84	8,3976	46,	1,7174	2752	1,0723e-003
21	85	8,3152	46,	1,7174	2752	9,9657e-004
21	86	8,3261	46,	1,7816	2752	9,9194e-004
21	87	8,4018	46,	1,7816	2752	1,0932e-003
22	88	8,4018	46,	1,7816	2753	1,4858e-003
22	89	8,3261	46,	1,7816	2753	1,1849e-003
22	90	8,3501	46,	1,8362	2753	1,0844e-003
22	91	8,4112	46,	1,8362	2753	1,511e-003
23	92	8,4112	46,	1,8362	2754	6,5386e-004
23	93	8,3501	46,	1,8362	2754	5,7807e-004
23	94	8,3501	46,	1,8562	2754	5,9039e-004
23	95	8,4112	46,	1,8562	2754	6,1852e-004
24	96	8,4018	46,	1,5857	2755	1,0072e-003
24	97	8,4118	46,	1,5857	2755	9,7254e-004
24	98	8,4192	46,	1,5312	2755	1,0198e-003
24	99	8,4112	46,	1,5312	2755	1,0516e-003
25	100	8,4118	46,	1,5857	2756	1,52e-003
25	101	8,4018	46,	1,5857	2756	1,5621e-003
25	102	8,3976	46,	1,6506	2756	1,6361e-003
25	103	8,4084	46,	1,6506	2756	1,625e-003
26	104	8,4084	46,	1,6506	2757	1,2656e-003
26	105	8,3976	46,	1,6506	2757	1,2249e-003
26	106	8,3976	46,	1,7174	2757	1,1374e-003
26	107	8,4084	46,	1,7174	2757	1,1656e-003
27	108	8,4084	46,	1,7174	2758	1,4892e-003
27	109	8,3976	46,	1,7174	2758	1,4354e-003
27	110	8,4018	46,	1,7816	2758	1,4375e-003
27	111	8,4118	46,	1,7816	2758	1,4509e-003
28	112	8,4118	46,	1,7816	2759	1,4678e-003
28	113	8,4018	46,	1,7816	2759	1,4384e-003
28	114	8,4112	46,	1,8362	2759	1,4825e-003
28	115	8,4192	46,	1,8362	2759	1,4883e-003
29	116	8,4192	46,	1,8362	2760	7,3166e-004
29	117	8,4112	46,	1,8362	2760	7,4231e-004
29	118	8,4112	46,	1,8562	2760	7,3751e-004
29	119	8,4192	46,	1,8562	2760	7,3138e-004
30	120	8,5548	46,	1,5857	2791	5,4587e-004
30	121	8,6546	46,	1,5857	2791	3,6924e-004
30	122	8,6149	46,	1,5312	2791	3,2961e-004
30	123	8,5345	46,	1,5312	2791	5,0465e-004
31	124	8,5548	46,	1,5857	2792	2,1809e-004
31	125	8,6546	46,	1,5857	2792	1,8034e-004
31	126	8,6728	46,	1,6506	2792	1,4728e-004
31	127	8,5641	46,	1,6506	2792	2,1044e-004
32	128	8,5641	46,	1,6506	2793	3,2631e-004
32	129	8,6728	46,	1,6506	2793	2,1358e-004
32	130	8,6727	46,	1,7174	2793	2,3891e-004
32	131	8,5641	46,	1,7174	2793	3,9288e-004
33	132	8,5641	46,	1,7174	2794	7,3615e-004
33	133	8,6727	46,	1,7174	2794	4,4553e-004
33	134	8,6547	46,	1,7816	2794	6,6371e-004
33	135	8,5549	46,	1,7816	2794	1,1866e-003
34	136	8,5549	46,	1,7816	2795	2,5486e-003
34	137	8,6547	46,	1,7816	2795	4,8383e-003
34	138	8,6149	46,	1,8362	2795	6,2739e-003
34	139	8,5345	46,	1,8362	2795	2,3838e-003
35	140	8,5345	46,	1,8362	2796	2,0559e-003
35	141	8,6149	46,	1,8362	2796	4,5353e-002
35	142	8,6149	46,	1,8562	2796	3,8682e-002
35	143	8,5345	46,	1,8562	2796	1,7912e-003
36	144	8,248	46,	1,5857	2827	2,1842e-003
36	145	8,2454	46,	1,5857	2827	2,1451e-003
36	146	8,2851	46,	1,5312	2827	1,4381e-003
36	147	8,2872	46,	1,5312	2827	1,4509e-003
37	148	8,2454	46,	1,5857	2828	2,5407e-004
37	149	8,248	46,	1,5857	2828	2,6743e-004
37	150	8,2301	46,	1,6506	2828	4,0816e-005
37	151	8,2272	46,	1,6506	2828	3,3311e-005
38	152	8,2272	46,	1,6506	2829	4,3828e-005
38	153	8,2301	46,	1,6506	2829	4,4677e-005
38	154	8,2301	46,	1,7174	2829	4,74e-005
38	155	8,2273	46,	1,7174	2829	4,7396e-005
39	156	8,2273	46,	1,7174	2830	9,0208e-005
39	157	8,2301	46,	1,7174	2830	9,3113e-005
39	158	8,2479	46,	1,7816	2830	2,2757e-004
39	159	8,2453	46,	1,7816	2830	2,2305e-004
40	160	8,2453	46,	1,7816	2831	1,1836e-003
40	161	8,2479	46,	1,7816	2831	1,1717e-003
40	162	8,2872	46,	1,8362	2831	1,4923e-003
40	163	8,2851	46,	1,8362	2831	1,5157e-003
41	164	8,2851	46,	1,8362	2832	1,0524e-002
41	165	8,2872	46,	1,8362	2832	1,0188e-002
41	166	8,2872	46,	1,8562	2832	7,5982e-003
41	167	8,2851	46,	1,8562	2832	7,8453e-003
42	168	8,248	46,	1,5857	2833	2,3392e-003
42	169	8,3261	46,	1,5857	2833	4,0271e-003
42	170	8,3501	46,	1,5312	2833	2,2068e-003
42	171	8,2872	46,	1,5312	2833	1,4782e-003
43	172	8,3261	46,	1,5857	2834	6,6812e-004
43	173	8,248	46,	1,5857	2834	2,8527e-004
43	174	8,2301	46,	1,6506	2834	1,2705e-004
43	175	8,3151	46,	1,6506	2834	3,1833e-004
44	176	8,3151	46,	1,6506	2835	1,4445e-004
44	177	8,2301	46,	1,6506	2835	8,4235e-005
44	178	8,2301	46,	1,7174	2835	8,8351e-005
44	179	8,3152	46,	1,7174	2835	1,289e-004
45	180	8,3152	46,	1,7174	2836	2,3672e-004
45	181	8,2301	46,	1,7174	2836	1,5064e-004
45	182	8,2479	46,	1,7816	2836	2,6667e-004
45	183	8,3261	46,	1,7816	2836	4,031e-004
46	184	8,3261	46,	1,7816	2837	1,0961e-003
46	185	8,2479	46,	1,7816	2837	1,283e-003
46	186	8,2872	46,	1,8362	2837	1,4896e-003
46	187	8,3501	46,	1,8362	2837	9,186e-004
47	188	8,3501	46,	1,8362	2838	9,7875e-004
47	189	8,2872	46,	1,8362	2838	9,7506e-003
47	190	8,2872	46,	1,8562	2838	7,7301e-003
47	191	8,3501	46,	1,8562	2838	8,4956e-004
